Author,Username,Date,Content,Likes,Comments,Shares,Total Engagement,Hashtags,URL,Workspaces
Gain,unknown,2024-12-19,"Yesterday, our CEO and Founder Reid Zeising, Co-founder Chris Conefry, and Director of Law Firm Business Development Darrin Zehr met with the incredible team at Morgan & Morgan, P.A. 

We’re proud to collaborate with such a dedicated team, united by our shared mission of helping those injured through no fault of their own. 

Here’s to strengthening our partnership in 2025 and continuing to serve those who need it most! 

#Partnership #Collaboration #MakingADifference #DontJustSettleGain #PersonalInjury #HealthcareforAll",10,,,10,"[""#Partnership"", ""#Collaboration"", ""#MakingADifference"", ""#DontJustSettleGain"", ""#PersonalInjury"", ""#HealthcareforAll""]",https://www.linkedin.com/posts/gain-servicing_partnership-collaboration-makingadifference-activity-7275598169999052800-hFcb,Gain Company
Gain,unknown,2024-12-19,"With litigation expenses rising industry-wide—up 19% between 2018 and 2023—streamlining processes is more critical than ever. Managing litigated claims involves a web of processes, from tracking case updates to navigating settlement negotiations and mitigating insurance risks. In personal injury healthcare, these tasks can consume valuable time and resources, pulling focus away from your true priority: delivering exceptional care to your patients. 

That’s where Gain comes in. 

We handle the complexities of litigated claims so you don’t have to. Our industry-leading AI-enhanced platform simplifies case management, maximizes reimbursements, and reduces financial and operational risks, empowering you to dedicate more time to your patients and less time to administrative burdens. 

Let us take care of the details while you focus on what matters most. 

👉 Ready to learn more? Request a consultation at https://hubs.la/Q02_rXS20. 

#DontJustSettleGain #Healthcare #LitigatedClaims #PersonalInjury #GainPlatform",10,,1,11,"[""#DontJustSettleGain"", ""#Healthcare"", ""#LitigatedClaims"", ""#PersonalInjury"", ""#GainPlatform""]",https://www.linkedin.com/posts/gain-servicing_dontjustsettlegain-healthcare-litigatedclaims-activity-7275525375110115329-IZ7R,Gain Company
Gain,unknown,2024-12-18,"Last night, we had the pleasure of sharing a wonderful holiday dinner with members of the Ken Nugent Savannah office. The festive atmosphere and beautiful Christmas decorations in Savannah made the evening even more special.

Thank you to everyone who joined us—we’re grateful for the opportunity to connect and celebrate the season together.

Here’s to continued collaboration and success in the year ahead! 🥂✨

#HolidayDinner #Gratitude #DontJustSettleGain",16,,,16,"[""#HolidayDinner"", ""#Gratitude"", ""#DontJustSettleGain""]",https://www.linkedin.com/posts/gain-servicing_holidaydinner-gratitude-dontjustsettlegain-activity-7275289304208154624-4wCd,Gain Company
Reid Zeising,reidzeising,2024-12-18,https://lnkd.in/eAinmMaF,14,,,14,[],https://www.linkedin.com/posts/reidzeising_shore-capital-partners-launches-agentis-longevity-activity-7275140162118901760-jx82,Gain Company
Saul Mateos,unknown,2024-12-16,"Cold Calls: A Tough Job That Deserves Respect ☎️🙌

Like many of you, I get countless calls from SDRs. I didn’t always answer them, but now I make an effort to pick up. Why? Because I respect the hustle. Cold calling is tough—it takes grit, resilience, and a willingness to face constant rejection.

Not everyone does it well, but those who master it develop skills that go far beyond sales.

Looking back, one piece of advice I’d give my younger self is to develop stronger sales expertise. Understanding how to connect with people, pitch ideas, and navigate rejection is invaluable—not just for sales, but for leadership, negotiations, and career growth.

To SDRs: Keep going, keep learning, and know your hard work matters.

What’s one skill you’d tell your younger self to prioritize?

#SalesSkills #ColdCalling #Leadership #CareerGrowth #RespectTheHustle",17,,,17,"[""#SalesSkills"", ""#ColdCalling"", ""#Leadership"", ""#CareerGrowth"", ""#RespectTheHustle""]",https://www.linkedin.com/posts/saulmateos_salesskills-coldcalling-leadership-activity-7274438178499964930-nGCE,Default
MoveDocs,unknown,2024-12-11,"Thank you, Atlanta for celebrating an incredible year with us! 🎉
 
A huge shoutout to Barcelona Wine Bar for hosting us, and to our amazing sponsors, NextPain (Dr. Lynch) and The Center for Wellness & Pain Care of America (Dr. Neville Campbell). 
 
To top it off, we had an amazing DJ, fantastic performer, and photographer capturing the evening.

#atlanta
#georgia
#barcelonawinebar
#movedocs
#oasisfinancial
#casemanagementsoftware
#nextpain
#thecenterforwellnessandpaincareofamerica 
#personalinjuryattorney
#medicalproviders",32,,3,35,"[""#atlanta"", ""#georgia"", ""#barcelonawinebar"", ""#movedocs"", ""#oasisfinancial"", ""#casemanagementsoftware"", ""#nextpain"", ""#thecenterforwellnessandpaincareofamerica"", ""#personalinjuryattorney"", ""#medicalproviders""]",https://www.linkedin.com/posts/movedocs_atlanta-georgia-barcelonawinebar-activity-7272682949110566914-Ss8y,Gain Company
Saul Mateos,unknown,2024-12-10,"Early-Career Finance Professionals: Be the Partner, Not the Nay-Sayer 🤝🚀

Early in your finance career, it’s tempting to hide behind the numbers and simply say, “That’s not in the budget.” But holding the purse strings doesn’t mean you should shy away from understanding the business.

Great finance leaders aren’t just gatekeepers—they’re problem-solvers. Take the time to learn your operating partners’ objectives, challenges, and metrics. The more you align with their goals, the better positioned you are to create financial strategies that enable growth and manage risk.

Remember: Success comes from partnership, not just saying “no.” How do you help your teams move forward?

#Finance #Leadership #CFOInsights #Collaboration #EarlyCareers",14,1,,15,"[""#Finance"", ""#Leadership"", ""#CFOInsights"", ""#Collaboration"", ""#EarlyCareers""]",https://www.linkedin.com/posts/saulmateos_finance-leadership-cfoinsights-activity-7272263846084362240-sMl0,Default
MoveDocs,unknown,2024-12-06,"Did you catch us at GTLA's Holiday Workshop? Stop by our booth – Theo Haddon and Ingrid Bonilla have great swag and are ready to tell you more about our platform!

#gtla
#movedocs
#casemanagementsoftware
#personalinjuryattorney
#medicalproviders",20,,1,21,"[""#gtla"", ""#movedocs"", ""#casemanagementsoftware"", ""#personalinjuryattorney"", ""#medicalproviders""]",https://www.linkedin.com/posts/movedocs_gtla-movedocs-casemanagementsoftware-activity-7270884029153849344-_Ay5,Gain Company
MoveDocs,unknown,2024-12-06,"Attending SCAJ's Advanced Trial Lawyer College event? Be sure to stop by the MoveDocs table and say hi! 👋 

#scaj
#movedocs
#casemanagementsoftware
#personalinjuryattorney
#medicalproviders
#personalinjurylawyers",33,,,33,"[""#scaj"", ""#movedocs"", ""#casemanagementsoftware"", ""#personalinjuryattorney"", ""#medicalproviders"", ""#personalinjurylawyers""]",https://www.linkedin.com/posts/movedocs_scaj-movedocs-casemanagementsoftware-activity-7270854197711892480-sTFz,Gain Company
Reid Zeising,reidzeising,2024-12-03,"In this season of giving, I want to highlight some charities that are doing great work to advance the causes we fight for at Gain. 
 
American for Patient Access (APA): Their purpose is to promote and expand access for uninsured and under-insured patients to immediate medical care and to aid medical providers in offering their services to as many patients as possible, regardless of their payor source. 
 
Join and donate here: https://lnkd.in/eFMSdg_s  
 
The HealthWell Foundation: They help those in need overcome financial barriers to receiving high-quality healthcare. Their grants can assist in covering the costs of prescription copays, surgery, and pediatric care. Since their founding in 2003, they have issued over one million grants worth over $2.7 billion to help an estimated 727,000 patients.  
 
Donate here: https://lnkd.in/eznT_eWd  
 
Undue Medical Debt: Medical debt is a crushing burden for millions of Americans, who are often unable to catch up on their unpaid bills on their own. Undue Medical Debt has a transformative impact on patients’ lives by erasing their debt. The charity uses donations to purchase medical debt for pennies on the dollar.  
 
For more information: https://lnkd.in/ewhCeMn6  
 
Help Hope Live: The site started out as a foundation established by a transplant surgeon and his wife, who is a nurse, to help end-stage heart disease patients who had been denied insurance pay for transplants. In the 2000s they expanded their mission to include personal injury patients. In 2019, they marked their 35th anniversary, after having raised $135 million.  
 
On their site, you can either donate to the organization itself, or to one of their many individual crowdfunding campaigns.   
 
Donate here: https://lnkd.in/ekNxEbef  
 
Please feel free to reach out to me with any charities that you believe are worth highlighting. 
 
#PersonalInjury #HealthcareCharities #MedicalBillsAssistance #FinancialEmpowerment #DontJustSettleGain",33,1,5,39,"[""#PersonalInjury"", ""#HealthcareCharities"", ""#MedicalBillsAssistance"", ""#FinancialEmpowerment"", ""#DontJustSettleGain""]",https://www.linkedin.com/posts/reidzeising_personalinjury-healthcarecharities-medicalbillsassistance-activity-7269765668181270528-h0um,Gain Company
MoveDocs,unknown,2024-11-27,"Happy Thanksgiving!  Wishing you a day full of love, laughter, and joy.

Best,
From your friends at MoveDocs",28,,6,34,[],https://www.linkedin.com/posts/movedocs_happy-thanksgiving-wishing-you-a-day-full-activity-7267636930383613953-HtaZ,Gain Company
Reid Zeising,reidzeising,2024-11-15,"Healthcare providers are navigating complex financial pressures, where the challenge isn’t just about salaries—it’s about sustainability. As Preston Alexander insightfully points out in his recent post, declining reimbursements impact the very existence of private practices, where overhead costs often outweigh revenue. 

In light of these hurdles, accepting medical liens has become a powerful, alternative, premium reimbursement source.  

By accepting personal injury patients on lien, practices can access new revenue streams that can enhance traditional reimbursements. Patients with Letters of Protection (LOPs) offer providers the opportunity to be compensated from settlement proceeds, often yielding higher payments compared to standard insurance reimbursements. 

At Gain, we streamline this process end-to-end. From underwriting cases, adding your practice to the largest Provider Map in the country, to providing financial solutions when needed, to comprehensive lien management, Gain provides the necessary business intelligence tools to target profitable LOP counterparties and maximize reimbursements.   

If you’re ready to explore how medical liens can transform your practice’s financial health, send me a DM and request a consultation today to see how Gain can support your goals.  

#DontJustSettleGain #MedicalLiens #LOP #PersonalInjury",24,3,3,30,"[""#DontJustSettleGain"", ""#MedicalLiens"", ""#LOP"", ""#PersonalInjury""]",https://www.linkedin.com/posts/reidzeising_dontjustsettlegain-medicalliens-lop-activity-7263231045162917889-TpDI,Gain Company
